,name,kills,deaths,assists,goldEarned,goldSpent,win,kda
0,Sector31,1,3,0,6236,5875,False,0.3
1,camiloaguilera,1,4,1,5131,4850,False,0.5
2,Âlma,0,7,1,4679,4000,False,0.1
3,Lynker,1,5,0,4820,3850,False,0.2
4,OZweedGO420,1,5,1,4183,3310,False,0.4
5,CriadorDeYordles,0,1,7,4342,3400,True,7.0
6,TheLit,8,2,5,7998,6125,True,6.5
7,Ghiscar,11,0,8,9213,6560,True,inf
8,FunkyMonkCL,4,0,6,7491,6000,True,inf
9,the sansation,1,1,3,5727,5300,True,4.0
