,name,kills,deaths,assists,goldEarned,goldSpent,win,kda
0,gena32,3,3,7,14672,11175,True,3.3
1,El Redoz no gana,14,5,12,16372,14325,True,5.2
2,Redoz,11,2,11,15548,14150,True,11.0
3,ToxicKiller,5,3,10,12683,11800,True,5.0
4,titovich12,3,6,20,10038,9025,True,3.8
5,IkeRator2020,4,5,4,11659,12125,False,1.6
6,tupapiafk,5,8,6,12929,12550,False,1.4
7,JyQ Yamikaze,4,5,5,13214,12075,False,1.8
8,P Ranger Zafiro,4,10,6,12605,12325,False,1.0
9,P Ranger Ketchup,2,8,13,8376,8580,False,1.9
