,name,kills,deaths,assists,goldEarned,goldSpent,win,kda
0,Von der Klaus,5,4,12,16591,14825,False,4.2
1,Hardstuck Flamer,1,10,13,11637,12400,False,1.4
2,Chrysis666,11,8,11,14388,14425,False,2.8
3,Cheyzruu,12,10,10,19375,17975,False,2.2
4,little hooky,7,4,20,11453,20735,False,6.8
5,DXXXRoDriGoXXXD,5,9,8,16231,14750,True,1.4
6,TheShacoLaKiLL,6,4,10,14507,12525,True,4.0
7,the sansation,13,2,7,18035,15525,True,10.0
8,DonDorito,7,10,13,18821,17325,True,2.0
9,P4Ko Amoroso,5,11,13,12118,11900,True,1.6
