,name_player,id_player,championName,championId,kda,kills,deaths,assists,goldEarned,goldSpent,visionScore,win
63,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Seraphine,147,2.5555555555555554,7,9,16,10853,9650,67,False
64,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Seraphine,147,3.75,5,4,10,9137,7800,54,True
65,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,5.25,4,4,17,12291,11695,31,True
66,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Cassiopeia,69,0.5714285714285714,2,7,2,6723,6825,14,False
67,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,10.0,5,1,5,12254,10975,38,True
68,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Neeko,518,1.1428571428571428,2,7,6,7795,7035,47,False
69,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,1.7,3,10,14,13619,13675,37,False
70,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,3.0,2,1,1,6387,5100,22,True
71,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,2.4285714285714284,3,7,14,13018,13325,31,True
72,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,0.0,0,0,0,566,500,0,False
73,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Singed,27,2.0,4,8,12,13709,13725,41,False
74,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Seraphine,147,1.4615384615384615,7,13,12,12816,12175,77,True
75,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Singed,27,2.1666666666666665,5,6,8,10923,11000,38,False
76,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,0.625,1,8,4,10005,9725,25,False
77,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Zilean,26,2.7777777777777777,7,9,18,12767,10475,72,True
78,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,2.25,2,4,7,9099,9155,16,True
79,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,1.6,4,5,4,11659,12125,30,False
80,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,4.0,6,5,14,10272,8275,67,True
81,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,8.0,6,2,10,12042,11600,20,True
82,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Braum,201,2.0,0,9,18,9179,6975,45,True
83,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Mordekaiser,82,0.8,2,5,2,7802,9310,8,False
84,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,0.0,0,1,0,1124,925,2,False
85,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,2.0,4,13,22,13796,12390,34,True
86,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,2.75,9,8,13,15086,14575,48,False
87,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,1.5,2,6,7,11094,9775,25,True
88,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Tristana,18,0.3333333333333333,2,6,0,7655,7880,23,False
89,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Lulu,117,7.0,3,3,18,9812,8575,79,True
