,name,kills,deaths,assists,goldEarned,goldSpent,win,kda
0,Zymma,20,4,10,20294,17150,True,7.5
1,BR0NCE,3,4,11,11880,10975,True,3.5
2,octakai,17,6,7,14562,13650,True,4.0
3,rokiny,6,7,11,11981,11100,True,2.4
4,Susero,5,4,18,11304,10785,True,5.8
5,MrPrometheus,4,9,7,13970,13000,False,1.2
6,Talkito,11,8,7,14503,13575,False,2.2
7,SandwichDeOrange,6,13,6,11018,10860,False,0.9
8,MicroDanzyn,3,10,5,9879,9650,False,0.8
9,Gundabadh,1,11,9,7449,6775,False,0.9
